catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
22,A,Apache Samza,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
23,A,Apache Spark Structured Streaming,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
24,A,Apache Storm,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
25,A,AsyncAPI event contracts,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
26,A,Asynq,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
27,A,AWS IoT Core MQTT,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
28,A,Azure Event Grid,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
29,A,Azure Event Hubs,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
30,A,Azure IoT Hub,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
31,A,Azure Service Bus,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
32,B,Bee-Queue,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
33,B,Benthos,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
34,B,Benthos / Redpanda Connect,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
35,B,Bree,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
36,B,Brighter,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
37,B,Broadway,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
38,B,Bull,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
39,B,BullMQ,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
40,B,Bytewax,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
41,C,Cedalo Streamsheets MQTT,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
42,C,Celery,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
43,C,Chronicle Queue,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
44,C,CloudEvents,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
45,C,Cosmos DB Change Feed,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
46,C,Couchbase Eventing,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
47,D,Delayed Job,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
48,D,Dragonfly Pub/Sub,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
49,D,Dramatiq,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
50,D,DynamoDB Streams,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
51,E,Eclipse Mosquitto,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
52,E,EMQX,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
53,E,EventStoreDB,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
54,E,Exq,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
55,F,Faktory,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
56,F,Faust,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
57,F,Firestore realtime listeners,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
58,F,Flink SQL,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
59,G,GoodJob,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
60,G,Google Cloud IoT legacy,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
61,G,Google Cloud Pub/Sub,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
62,G,Google Cloud Tasks,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
63,G,Google Eventarc,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
64,H,Hangfire,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
65,H,Hazelcast Jet,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
66,H,HiveMQ,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
67,H,Horizon,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
68,H,HornetQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
69,H,Huawei Distributed Message Service,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
70,H,Huey,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
71,I,IBM Event Streams,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
72,I,IBM MQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
73,J,JMS,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
74,K,Kafka Protocol,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
75,K,Kafka Streams,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
