catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
23,D,DataLad,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
24,D,Dolthub / Dolt versioning,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
25,D,DVC,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
26,E,Endevor,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
27,F,Forgejo,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
28,F,Fork,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
29,F,Fossil,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
30,G,Gerrit,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
31,G,Gerrit Code Review,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
32,G,GForge,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
33,G,Git,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
34,G,Git Cola,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
35,G,Git Extensions,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
36,G,Git LFS,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
37,G,Git Media,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
38,G,Git submodules,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
39,G,Git subtree,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
40,G,git-annex,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
41,G,git-crypt,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
42,G,git-fat,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
43,G,GitAhead,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
44,G,Gitblit,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
45,G,GitBucket,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
46,G,Gitea,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
47,G,GitGud,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
48,G,GitHub,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,Stack Overflow 2025 code documentation/collaboration usage,81.0,"Survey category, not repository-host market share",Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
49,G,GitHub CODEOWNERS,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
50,G,GitHub Desktop,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
51,G,GitHub Enterprise Server,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
52,G,GitHub Pull Requests,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
53,G,Gitiles,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
54,G,GitKraken,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
55,G,GitLab,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,Stack Overflow 2025 code documentation/collaboration usage,36.0,"Survey category, not repository-host market share",Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
56,G,GitLab Code Owners,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
57,G,GitLab Merge Requests,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
58,G,GitLab Self-Managed,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
59,G,Gitolite,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
60,G,GitStack,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
61,G,GitUI,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
62,G,Gitweb,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
63,G,GNU Arch,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
64,G,GNU Savannah,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
65,G,Gogs,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
66,G,Google Cloud Source Repositories,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
67,J,Jujutsu,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
68,K,Kallithea,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
69,L,lakeFS,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
70,L,Launchpad,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
71,L,LazyGit,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
72,M,Magit,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
73,M,Mercurial,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
74,M,Monotone,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
75,N,NotABug,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
76,O,OneDev,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
77,O,OpenCVS,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
78,P,P4V,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
79,P,Pachyderm versioning,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
80,P,Pagure,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
81,P,Panvalet,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
82,P,Perforce Helix Core,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
83,P,Perforce Helix TeamHub,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
84,P,Phabricator,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
