catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
11,A,AWS Systems Manager,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
12,A,Azure Automation State Configuration,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
13,A,Azure Bicep,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
14,A,Azure Kubernetes Service,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
15,A,Azure Resource Manager Templates,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
16,A,Azure Service Mesh concepts,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
17,A,Azure VM Image Builder,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
18,B,Bolt,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
19,B,Bottlerocket,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
20,B,Brainboard,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
21,B,Buildah,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
22,B,BuildKit,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
23,B,Butane,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
24,C,Calico,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
25,C,Canal,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
26,C,Carvel kapp,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
27,C,Carvel kbld,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
28,C,Carvel ytt,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
29,C,CDK for Terraform,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
30,C,Ceph,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
31,C,cert-manager,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
32,C,CFEngine,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
33,C,Charliecloud,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
34,C,Chef Infra,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
35,C,Cilium,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,CNCF 2025 graduated-project production use,29.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
36,C,Cilium Service Mesh,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
37,C,Cloud-init,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
38,C,Cluster API,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
39,C,Cluster Autoscaler,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
40,C,Colima,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
41,C,Consul,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
42,C,Consul Service Mesh,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
43,C,containerd,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,CNCF 2025 graduated-project production use,74.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
44,C,CoreDNS,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
45,C,CRI-O,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,CNCF 2025 graduated-project production use,34.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
46,C,crictl,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
47,C,Crossplane,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
48,C,crun,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
49,C,ctr,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
50,C,CUE,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
51,D,Descheduler,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
52,D,DigitalOcean Kubernetes,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
53,D,Docker,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,Stack Overflow 2025 cloud-development usage,71.1,"24,473 respondents; mixed category",Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
54,D,Docker Desktop,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
55,D,Docker Swarm,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
56,E,EC2 Image Builder,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
57,E,env0,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
58,E,Envoy,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
59,E,etcd,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,CNCF 2025 graduated-project production use,81.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
60,F,Fabric,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
61,F,Falco,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
62,F,Finch,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
63,F,Firecracker,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
64,F,Flannel,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
65,F,Flatcar Container Linux,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
66,F,Foreman,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
67,G,Gatekeeper,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
68,G,Google Cloud Deployment Manager,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
69,G,Google Cloud Image Builder,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
70,G,Google Cloud Service Mesh,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
71,G,Google Kubernetes Engine,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
72,G,Google OS Config,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
73,G,gVisor,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
74,H,HAProxy Data Plane API,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
75,H,Harbor,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
