catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
12,A,AWS API Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
13,A,AWS Application Load Balancer,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
14,A,AWS Elastic Load Balancing,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
15,A,AWS Network Load Balancer,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
16,A,AWS Route 53 Resolver,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
17,A,Azure API Management Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
18,A,Azure Application Gateway,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
19,A,Azure DNS Private Resolver,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
20,A,Azure Load Balancer,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
21,B,Balance,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
22,B,Bandit,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
23,B,BIND 9,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
24,B,Bmon,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
25,B,Boa,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
26,B,Burp Proxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
27,B,BusyBox httpd,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
28,C,Caddy,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
29,C,Caddy Reverse Proxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
30,C,Charles Proxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
31,C,Cherokee,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
32,C,Chisel,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
33,C,Citrix ADC,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
34,C,CivetWeb,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
35,C,Cloudflare Load Balancing,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
36,C,Cloudflare Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,W3Techs known-web-server website usage 2026-09-23,30.9,Detected websites with known server,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
37,C,Cloudflare Tunnel,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
38,C,Consul DNS,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
39,C,CoreDNS,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
40,C,Cowboy,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
41,C,curl,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
42,D,Daphne,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
43,D,Darkhttpd,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
44,D,dig,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
45,D,dnsmasq,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
46,E,Envoy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
47,E,Envoy Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
48,E,Ettercap,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
49,F,F5 BIG-IP,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
50,F,Falcon WSGI,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
51,F,Fastly Load Balancer,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
52,F,Fiddler Everywhere,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
53,F,Frp,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
54,G,Gloo Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
55,G,Google Cloud API Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
56,G,Google Cloud DNS,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
57,G,Google Cloud Load Balancing,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
58,G,Gost,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
59,G,Granian,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
60,G,Gravitee API Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
61,G,Grizzly,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
62,G,grpcurl,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
63,G,Gunicorn,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
64,H,H2O,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
65,H,HAProxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
66,H,Headscale,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
67,H,host,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
68,H,HTTPie,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
69,H,Hypercorn,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
70,I,IBM API Connect Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
71,I,iftop,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
72,I,Inlets,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
73,I,iperf3,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
74,I,IPsec,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
75,I,Istio Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
76,J,Jetty,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
77,K,Kestrel,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
78,K,Knot DNS,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
79,K,Kong Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
80,K,KrakenD,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
81,K,Kubernetes DNS,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
82,K,Kubernetes Gateway API,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
83,L,lighttpd,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
84,L,LiteSpeed Web Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
85,L,LocalTunnel,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
86,M,Masscan,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
87,M,Microsoft IIS,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
88,M,Mitmproxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
